,Ticker,Year,Positive_Pred,Negative_Pred,Uncertainty_Pred,Litigious_Pred,Strong_Modal_Pred,Weak_Modal_Pred,Constraining_Pred
0,MEDC,2004,0.21428571428571427,0.030612244897959183,0.6122448979591837,0.0,0.02040816326530612,0.01020408163265306,0.11224489795918367
1,MEDC,2005,0.15028901734104047,0.04046242774566474,0.5895953757225434,0.005780346820809248,0.017341040462427744,0.023121387283236993,0.17341040462427745
2,MEDC,2006,0.08823529411764706,0.04411764705882353,0.7205882352941176,0.0,0.007352941176470588,0.0,0.13970588235294118
3,MEDC,2007,0.10982658959537572,0.06936416184971098,0.6994219653179191,0.0,0.005780346820809248,0.005780346820809248,0.10982658959537572
4,MEDC,2008,0.188,0.076,0.464,0.012,0.02,0.016,0.224
5,MEDC,2009,0.15151515151515152,0.03787878787878788,0.6212121212121212,0.030303030303030304,0.06060606060606061,0.007575757575757576,0.09090909090909091
6,MEDC,2010,0.3303030303030303,0.05454545454545454,0.45454545454545453,0.012121212121212121,0.021212121212121213,0.006060606060606061,0.12121212121212122
7,MEDC,2011,0.26875,0.01875,0.5,0.0125,0.025,0.00625,0.16875
8,MEDC,2012,0.2517482517482518,0.07692307692307693,0.4755244755244755,0.0,0.02097902097902098,0.0,0.17482517482517482
9,MEDC,2013,0.29411764705882354,0.1437908496732026,0.40522875816993464,0.0,0.0457516339869281,0.0,0.1111111111111111
10,MEDC,2014,0.2426470588235294,0.15441176470588236,0.40441176470588236,0.0,0.04411764705882353,0.0,0.15441176470588236
11,MEDC,2015,0.21052631578947367,0.21052631578947367,0.4631578947368421,0.0,0.010526315789473684,0.0,0.10526315789473684
12,MEDC,2016,0.2638888888888889,0.041666666666666664,0.4444444444444444,0.0,0.013888888888888888,0.0,0.2361111111111111
13,MEDC,2017,0.358974358974359,0.02564102564102564,0.5,0.0,0.0,0.01282051282051282,0.10256410256410256
14,MEDC,2018,0.3442622950819672,0.09836065573770492,0.3442622950819672,0.0,0.0,0.0,0.21311475409836064
15,MEDC,2019,0.40540540540540543,0.10810810810810811,0.2972972972972973,0.0,0.0,0.0,0.1891891891891892
16,MEDC,2020,0.3170731707317073,0.14634146341463414,0.34146341463414637,0.0,0.04878048780487805,0.0,0.14634146341463414
17,MEDC,2021,0.3148148148148148,0.07407407407407407,0.35185185185185186,0.0,0.037037037037037035,0.0,0.2222222222222222
18,MEDC,2022,0.43137254901960786,0.0196078431372549,0.4117647058823529,0.0,0.0392156862745098,0.0,0.09803921568627451
19,MEDC,2023,0.4098360655737705,0.09836065573770492,0.3442622950819672,0.0,0.03278688524590164,0.0,0.11475409836065574
