,Ticker,Year,Positive_Pred,Negative_Pred,Uncertainty_Pred,Litigious_Pred,Strong_Modal_Pred,Weak_Modal_Pred,Constraining_Pred
0,MEDC,2004,0.14285714285714285,0.08163265306122448,0.3826530612244898,0.0,0.11734693877551021,0.061224489795918366,0.21428571428571427
1,MEDC,2005,0.09248554913294797,0.08670520231213873,0.41040462427745666,0.014450867052023121,0.057803468208092484,0.07225433526011561,0.2658959537572254
2,MEDC,2006,0.058823529411764705,0.0625,0.4522058823529412,0.0,0.03676470588235294,0.08823529411764706,0.3014705882352941
3,MEDC,2007,0.1069364161849711,0.08959537572254335,0.4653179190751445,0.0,0.02023121387283237,0.046242774566473986,0.27167630057803466
4,MEDC,2008,0.146,0.07,0.378,0.012,0.1,0.04,0.254
5,MEDC,2009,0.11742424242424243,0.07196969696969698,0.4166666666666667,0.015151515151515152,0.06818181818181818,0.07575757575757576,0.23484848484848486
6,MEDC,2010,0.22424242424242424,0.05757575757575758,0.3696969696969697,0.007575757575757576,0.10454545454545454,0.024242424242424242,0.21212121212121213
7,MEDC,2011,0.171875,0.03125,0.36875,0.00625,0.125,0.034375,0.2625
8,MEDC,2012,0.1888111888111888,0.06643356643356643,0.3881118881118881,0.0,0.10839160839160839,0.017482517482517484,0.23076923076923078
9,MEDC,2013,0.17973856209150327,0.12745098039215685,0.37254901960784315,0.0,0.12091503267973856,0.016339869281045753,0.1830065359477124
10,MEDC,2014,0.16911764705882354,0.11029411764705882,0.3602941176470588,0.0,0.10661764705882353,0.022058823529411766,0.23161764705882354
11,MEDC,2015,0.13157894736842105,0.17894736842105263,0.4368421052631579,0.0,0.04736842105263158,0.010526315789473684,0.19473684210526315
12,MEDC,2016,0.18055555555555555,0.08333333333333333,0.3888888888888889,0.0,0.0763888888888889,0.020833333333333332,0.25
13,MEDC,2017,0.22435897435897437,0.05128205128205128,0.3782051282051282,0.0,0.11538461538461539,0.019230769230769232,0.21153846153846154
14,MEDC,2018,0.1885245901639344,0.07377049180327869,0.319672131147541,0.0,0.1721311475409836,0.00819672131147541,0.23770491803278687
15,MEDC,2019,0.24324324324324326,0.10810810810810811,0.3783783783783784,0.0,0.0945945945945946,0.0,0.17567567567567569
16,MEDC,2020,0.15853658536585366,0.13414634146341464,0.35365853658536583,0.0,0.10975609756097561,0.012195121951219513,0.23170731707317074
17,MEDC,2021,0.2037037037037037,0.046296296296296294,0.37962962962962965,0.0,0.09259259259259259,0.018518518518518517,0.25925925925925924
18,MEDC,2022,0.27450980392156865,0.0196078431372549,0.28431372549019607,0.0,0.16666666666666666,0.029411764705882353,0.22549019607843138
19,MEDC,2023,0.22950819672131148,0.05737704918032787,0.3114754098360656,0.0,0.13934426229508196,0.06557377049180328,0.19672131147540983
