,Ticker,Year,Positive_Pred,Negative_Pred,Uncertainty_Pred,Litigious_Pred,Strong_Modal_Pred,Weak_Modal_Pred,Constraining_Pred
0,MEDC,2004,0.23979591836734693,0.1326530612244898,0.3469387755102041,0.0,0.08673469387755102,0.05612244897959184,0.1377551020408163
1,MEDC,2005,0.16184971098265896,0.14450867052023122,0.3930635838150289,0.011560693641618497,0.04335260115606936,0.046242774566473986,0.1994219653179191
2,MEDC,2006,0.11764705882352941,0.14338235294117646,0.4375,0.003676470588235294,0.03308823529411765,0.04411764705882353,0.22058823529411764
3,MEDC,2007,0.1676300578034682,0.15895953757225434,0.4421965317919075,0.002890173410404624,0.023121387283236993,0.02023121387283237,0.18497109826589594
4,MEDC,2008,0.202,0.134,0.36,0.016,0.084,0.026,0.178
5,MEDC,2009,0.16287878787878787,0.15151515151515152,0.4356060606060606,0.015151515151515152,0.03787878787878788,0.04924242424242424,0.14772727272727273
6,MEDC,2010,0.3015151515151515,0.10303030303030303,0.3575757575757576,0.012121212121212121,0.0893939393939394,0.013636363636363636,0.12272727272727273
7,MEDC,2011,0.19375,0.203125,0.396875,0.01875,0.059375,0.009375,0.11875
8,MEDC,2012,0.26573426573426573,0.11188811188811189,0.35664335664335667,0.0,0.07692307692307693,0.013986013986013986,0.17482517482517482
9,MEDC,2013,0.24836601307189543,0.17320261437908496,0.3431372549019608,0.006535947712418301,0.0784313725490196,0.006535947712418301,0.1437908496732026
10,MEDC,2014,0.25,0.16911764705882354,0.34558823529411764,0.003676470588235294,0.0661764705882353,0.007352941176470588,0.15808823529411764
11,MEDC,2015,0.19473684210526315,0.22105263157894736,0.38421052631578945,0.010526315789473684,0.04736842105263158,0.005263157894736842,0.1368421052631579
12,MEDC,2016,0.2569444444444444,0.14583333333333334,0.3194444444444444,0.0,0.0763888888888889,0.020833333333333332,0.18055555555555555
13,MEDC,2017,0.3269230769230769,0.09615384615384616,0.3717948717948718,0.0,0.07051282051282051,0.01282051282051282,0.12179487179487179
14,MEDC,2018,0.28688524590163933,0.11475409836065574,0.29508196721311475,0.0,0.13114754098360656,0.0,0.1721311475409836
15,MEDC,2019,0.2702702702702703,0.10810810810810811,0.3918918918918919,0.0,0.05405405405405406,0.0,0.17567567567567569
16,MEDC,2020,0.23170731707317074,0.17073170731707318,0.32926829268292684,0.0,0.0975609756097561,0.0,0.17073170731707318
17,MEDC,2021,0.19444444444444445,0.08333333333333333,0.37037037037037035,0.037037037037037035,0.10185185185185185,0.018518518518518517,0.19444444444444445
18,MEDC,2022,0.3137254901960784,0.06862745098039216,0.24509803921568626,0.00980392156862745,0.13725490196078433,0.0196078431372549,0.20588235294117646
19,MEDC,2023,0.2459016393442623,0.10655737704918032,0.319672131147541,0.0,0.10655737704918032,0.03278688524590164,0.1885245901639344
