,Ticker,Year,Positive_Pred,Negative_Pred,Uncertainty_Pred,Litigious_Pred,Strong_Modal_Pred,Weak_Modal_Pred,Constraining_Pred
0,ACES,2020,0.2948717948717949,0.15384615384615385,0.3333333333333333,0.0,0.0641025641025641,0.01282051282051282,0.14102564102564102
1,ACES,2021,0.3153846153846154,0.18461538461538463,0.25384615384615383,0.0,0.09230769230769231,0.015384615384615385,0.13846153846153847
2,ACES,2022,0.2840909090909091,0.19318181818181818,0.29545454545454547,0.0,0.06818181818181818,0.022727272727272728,0.13636363636363635
3,ACES,2023,0.34328358208955223,0.10074626865671642,0.3208955223880597,0.0,0.0708955223880597,0.018656716417910446,0.1455223880597015
4,ADRO,2019,0.3013698630136986,0.11643835616438356,0.3287671232876712,0.003424657534246575,0.11643835616438356,0.030821917808219176,0.10273972602739725
5,ADRO,2020,0.2441860465116279,0.20930232558139536,0.3313953488372093,0.0,0.06976744186046512,0.01744186046511628,0.12790697674418605
6,ADRO,2021,0.32116788321167883,0.11313868613138686,0.2956204379562044,0.0,0.14963503649635038,0.021897810218978103,0.09854014598540146
7,ADRO,2022,0.34532374100719426,0.0539568345323741,0.2841726618705036,0.0035971223021582736,0.1510791366906475,0.02877697841726619,0.13309352517985612
8,ADRO,2023,0.31451612903225806,0.08870967741935484,0.3064516129032258,0.0,0.12096774193548387,0.024193548387096774,0.14516129032258066
9,AKRA,2019,0.28501628664495116,0.11726384364820847,0.3566775244299674,0.006514657980456026,0.06188925081433225,0.016286644951140065,0.1563517915309446
10,AKRA,2020,0.32894736842105265,0.09046052631578948,0.31414473684210525,0.004934210526315789,0.08223684210526316,0.01644736842105263,0.16282894736842105
11,AKRA,2021,0.35223367697594504,0.08247422680412371,0.28865979381443296,0.005154639175257732,0.12714776632302405,0.012027491408934709,0.1323024054982818
12,AKRA,2022,0.375,0.05381944444444445,0.2829861111111111,0.008680555555555556,0.1267361111111111,0.012152777777777778,0.140625
13,AKRA,2023,0.33962264150943394,0.07861635220125786,0.3113207547169811,0.0031446540880503146,0.11320754716981132,0.0031446540880503146,0.1509433962264151
14,AMRT,2019,0.41358024691358025,0.06790123456790123,0.21604938271604937,0.0,0.13580246913580246,0.024691358024691357,0.1419753086419753
15,AMRT,2020,0.29545454545454547,0.08333333333333333,0.3181818181818182,0.0,0.08838383838383838,0.010101010101010102,0.20454545454545456
16,AMRT,2021,0.3564356435643564,0.05693069306930693,0.30198019801980197,0.007425742574257425,0.10396039603960396,0.01485148514851485,0.15841584158415842
17,AMRT,2022,0.35148514851485146,0.05198019801980198,0.27970297029702973,0.0,0.10148514851485149,0.007425742574257425,0.2079207920792079
18,AMRT,2023,0.38671875,0.0703125,0.29296875,0.0,0.109375,0.00390625,0.13671875
19,ANTM,2019,0.27327586206896554,0.08017241379310344,0.3724137931034483,0.013793103448275862,0.07931034482758621,0.01206896551724138,0.16896551724137931
20,ANTM,2020,0.31260096930533116,0.07835218093699516,0.34168012924071084,0.007269789983844911,0.08966074313408724,0.008885298869143781,0.16155088852988692
21,ANTM,2021,0.3187808896210873,0.07990115321252059,0.3401976935749588,0.004118616144975288,0.11202635914332784,0.009060955518945634,0.13591433278418452
22,ANTM,2022,0.30804248861911987,0.07283763277693475,0.3528072837632777,0.009863429438543247,0.10166919575113809,0.007587253414264037,0.1471927162367223
23,ANTM,2023,0.3148425787106447,0.05847076461769116,0.34257871064467765,0.004497751124437781,0.10719640179910045,0.012743628185907047,0.15967016491754124
24,ARTO,2019,0.25392670157068065,0.1099476439790576,0.3586387434554974,0.007853403141361256,0.07853403141361257,0.005235602094240838,0.18586387434554974
25,ARTO,2020,0.3162878787878788,0.10606060606060606,0.3143939393939394,0.003787878787878788,0.10416666666666667,0.00946969696969697,0.14583333333333334
26,ARTO,2021,0.37084870848708484,0.06273062730627306,0.26199261992619927,0.0036900369003690036,0.16051660516605165,0.025830258302583026,0.11439114391143912
27,ARTO,2022,0.3825966850828729,0.05386740331491713,0.2361878453038674,0.0013812154696132596,0.1477900552486188,0.016574585635359115,0.16160220994475138
28,ARTO,2023,0.3848684210526316,0.05263157894736842,0.20888157894736842,0.001644736842105263,0.17434210526315788,0.009868421052631578,0.16776315789473684
29,ASII,2019,0.3711409395973154,0.08389261744966443,0.3308724832214765,0.0020134228187919465,0.09463087248322148,0.006711409395973154,0.11073825503355705
30,ASII,2020,0.352112676056338,0.1,0.33098591549295775,0.0007042253521126761,0.07676056338028169,0.009859154929577466,0.1295774647887324
31,ASII,2021,0.40823211875843457,0.048582995951417005,0.2773279352226721,0.001349527665317139,0.13900134952766532,0.007422402159244264,0.11808367071524967
32,ASII,2022,0.4178712220762155,0.04402102496714849,0.2706964520367937,0.000657030223390276,0.14388961892247043,0.007227332457293035,0.11563731931668857
33,ASII,2023,0.4020427112349118,0.056638811513463325,0.28040854224698236,0.0,0.13370473537604458,0.013927576601671309,0.11327762302692665
34,BBCA,2019,0.26029411764705884,0.06433823529411764,0.3209558823529412,0.001838235294117647,0.09338235294117647,0.004779411764705883,0.25441176470588234
35,BBCA,2020,0.2379204892966361,0.08287461773700305,0.3348623853211009,0.0021406727828746177,0.08929663608562691,0.009174311926605505,0.2437308868501529
36,BBCA,2021,0.215389369592089,0.07200247218788627,0.34487021013597036,0.005253399258343634,0.08559950556242274,0.005562422744128554,0.27132262051915945
